show_id,type,title,country,release_year,description,
80143556,Movie,The Kissing Booth,"United Kingdom, United States",2018,"When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",
80184379,TV Show,The Who Was? Show,United States,2018,Fresh voices bring some of the most famous names in history to life. A live-action sketch comedy show based on the series of best-selling books.,
81092777,Movie,Bheemayan,,2018,"It's Diwali! To celebrate, Chhota Bheem and his friends put on a stage show of the Ramayana, re-enacting the epic story behind the festival of lights.",
81092779,Movie,Chhota Bheem Aur Kaala Yodha,,2018,"Finally released after being trapped in an ancient book for centuries, a wicked warrior sets out to conquer Dholakpur – but not if Bheem can help it!",
81092776,Movie,Chhota Bheem Ka Romani Adventure,,2018,"Bheem and King Indraverma travel to Rome for a trading venture, but when the king of a neighboring land attacks, can Bheem’s wile and wit save the day?",
81092778,Movie,Chhota Bheem Ka Troll Se Takkar,,2018,Trolls kidnap the king's daughters and overtake the kingdom of Messina. Can Bheem track them down and bring the princesses home?,
80216541,Movie,In Family I Trust,Spain,2018,"After her partner cheats on her, an architect returns to her hometown to reassess her life with the help of her eccentric family. Based on the novel.",
80216756,TV Show,Jailbirds,,2019,"At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life – and love – on the inside.",
80241986,TV Show,Pose,United States,2018,"In 1987 New York, LGBTQ ball fixture Blanca starts her own house, soon becoming mother to a gifted dancer and a sex worker in love with a yuppie client.",
80987113,TV Show,The Princess Weiyoung,China,2016,A princess descended from a ruined noble family disguises herself as the woman who saved her life and embarks on a mission to avenge her loved ones.,
80197989,TV Show,The Society,United States,2019,"When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.",
80194950,Movie,Wine Country,United States,2019,"When longtime friends meet up for a wine-soaked birthday getaway in Napa Valley, their perfectly planned weekend turns messier by the minute.",
70261058,Movie,Aiyyaa,India,2012,"An outspoken, imaginative girl from a conservative family pursues her dream man while fending off the prospect of an arranged marriage.",
70204288,Movie,Bbuddah Hoga Terra Baap,India,2011,"A cooly confident aging hit man returns from exile in Paris to his old city, Mumbai, to revisit his past and perform one last job.",
80057278,Movie,Gabbar Is Back,India,2015,"After a vengeful college professor targets corruption in the government, he adopts the name ""Gabbar"" and becomes a hero to a weary public.",
70293703,Movie,Madras Café,India,2013,An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.,
80165853,Movie,Michael,India,2011,"After a dedicated cop accidentally kills a 12-year-old boy, he's fired, harassed and forced to take menial work as he tries to keep his life together.",
80161108,Movie,The Adventure Club,Canada,2016,"After finding a peculiar key, three smart and adventurous kids launch a quest to uncover the whereabouts of a coveted archaeological treasure.",
80082660,Movie,The Apostate,"Spain, France, Uruguay",2015,A young man determined to renounce Catholicism by having his baptismal records excised is thwarted by church bureaucracy and his own inner conflicts.,
80028359,Movie,Russell Madness,United States,2015,"A spunky terrier named Russell with serious wrestling chops becomes a sports phenomenon with the help of his coach, a monkey named Hunk.",
81076049,Movie,American Experience: The Island Murder,United States,2018,"In 1931, a young Navy wife tore apart Hawaii on racial lines after claiming she was raped by a gang of nonwhite islanders.",
60031264,Movie,Dr. Seuss' The Cat in the Hat,United States,2003,"While Mom is away, a bored little boy and girl are visited by the Cat in the Hat, who proceeds to turn the house into the ""mother of all messes.""",
81059956,Movie,Familiye,Germany,2017,"An ex-con struggles to take care of his two brothers, a gambling addict and a young man with Down syndrome, after being released from prison.",
81094667,Movie,Hidden in Plain Sight,United States,2019,A woman stages her own suicide but still lives in fear of her abusive ex-boyfriend tracking her down and stealing the son he never knew he had.,
81069255,Movie,John & Yoko: Above Us Only Sky,United Kingdom,2018,"Featuring interviews and never-before-seen footage, this film tells the story behind John Lennon and Yoko Ono’s seminal 1971 album, “Imagine.”",
81094083,Movie,Kia and Cosmos,India,2018,A 15-year-old girl with autism attempts to write a mystery novel based on her hunt for the killer of a neighborhood cat.,
80208082,Movie,Kill Hitler! The Luck of the Devil,France,2015,"From politicians to officers, many attempted to kill Hitler – and failed. This documentary delves into the details of how their plots unraveled.",
81080637,Movie,Knock Down The House,United States,2019,Go behind the scenes as four determined women – including Alexandria Ocasio-Cortez – challenge big-money politicians in the 2018 race for Congress.,
80197303,Movie,Le serment des Hitler,France,2014,This documentary retraces the footsteps of Adolf Hitler's mysterious nephew and explores what became of the Hitler family line.,
81049260,Movie,Munafik 2,Malaysia,2018,"Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader.",
81017593,Movie,Robin Hood: The Rebellion,United Kingdom,2018,"When the Sheriff of Nottingham takes his beloved captive, Robin Hood embarks on a daring rescue mission at the tyrant's castle.",
81062075,TV Show,"Roswell, New Mexico",United States,2019,"After 10 years, a woman returns to her sleepy tourist-occupied hometown and discovers her high-school crush is also an unusual foreigner.",
70270364,Movie,Snowpiercer,"South Korea, Czech Republic",2013,The Earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars.,
81093342,Movie,Sur Sapata,India,2019,A group of small-town students goes for glory by competing in a statewide kabaddi tournament 25 years after their school's championship victory.,
70056441,Movie,Teenage Mutant Ninja Turtles,"Hong Kong, United States",2007,"In this animated adventure, Master Splinter whips the four Ninja Turtles back into shape to defeat monsters running amok in New York.",
419733,Movie,The Dark Crystal,"United States, United Kingdom",1982,"In this mythical tale, Jen, the last of the Gelfling race, is charged with healing the Crystal of Truth after its mutilation sets off an era of terror.",
80156137,TV Show,The Kindness Diaries,,2019,"Host Leon Logothetis travels the world with only a vintage motorbike and the kindness of strangers, which he pays back in unexpected, inspiring ways.",
81021631,Movie,Two Graves,United Kingdom,2018,"A doctor and a drug addict kidnap the son of a local gangster, seeking revenge for the death of a loved one.",
80241044,Movie,"27, el club de los malditos",Argentina,2018,"After a musician dies under suspicious circumstances, a hard-drinking detective and a music fan investigate why rock stars often die at the age of 27.",
80213148,Movie,27: Gone Too Soon,United Kingdom,2017,"Explore the circumstances surrounding the tragic deaths at 27 of Jimi Hendrix, Jim Morrison, Brian Jones, Janis Joplin, Kurt Cobain and Amy Winehouse.",
80150390,Movie,Abhinetri,India,2016,"Due to family pressure, a corporate man reluctantly marries a woman from the village, but in their new home, she abruptly assumes a different persona.",
80993495,Movie,Ajji,India,2017,"When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge.",
80229034,TV Show,Anjaan: Special Crimes Unit,India,2018,"The cases are supernatural; the police officers human. Together, cops Aditi and Vikrant must solve mysteries from the realm of the paranormal.",
70213130,TV Show,Boys Over Flowers,South Korea,2009,Unassuming high school girl Jan-di stands up to – and eventually falls for – a spoiled rich kid who belongs to the school's most powerful clique.,
80192548,Movie,CIA: Comrade in America,India,2017,"A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn't have the papers to get there.",
80232894,Movie,Coffee for All,"Italy, United States, Argentina",2017,"In Naples, Buenos Aires and New York, people reflect on the Neapolitan tradition of ""suspended coffee"" and how it changed their lives.",
80232330,Movie,Darc,United States,2018,"To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.",
80103425,Movie,Despido Procedente,"Argentina, Spain",2017,"A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby, who demands compensation for the error.",
80170875,Movie,God's Own Country,United Kingdom,2017,"In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection.",
80990815,Movie,Gurgaon,India,2017,"When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",
80990816,Movie,Hombanna,India,2017,"In the forests of Karnataka, a farmer and his community face eviction from the land when they get caught in the currents of socio-political change.",
80081705,TV Show,Iris,South Korea,2009,Two friends' lives are changed forever when they are recruited by a top-secret organization tasked with protecting the country from foreign threats.,
80990829,Movie,Jewel's Catch One,United States,2016,"The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities.",
80238110,Movie,John Mulaney: Kid Gorgeous at Radio City,United States,2018,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special.",
80229102,TV Show,Khan: No. 1 Crime Hunter,India,2018,"From fake marriages to online shopping fraud, a whip-smart police officer investigates truly baffling cons that were inspired by true stories.",
80241876,Movie,Le K Benzema,France,2017,"After a blackmailing scandal and being sidelined from the French national team, Real Madrid forward Karim Benzema tells his side of the story.",
80990811,Movie,Love Ni Bhavai,India,2017,"Not romantically inclined, a popular radio personality finds herself caught between two diametrically opposed suitors.",
80066146,TV Show,Love Rain,South Korea,2012,"A story of two couples' journey of new love, loss and unexpected reunion spans decades, from the 1970s through present day.",
80229286,TV Show,Mere Papa Hero Hiralal,,2018,"A simple auto-rickshaw driver on the streets of Lucknow, Hiralal Tiwari does everything he can to give his gravely ill daughter a happy life.",
80224106,Movie,My Perfect Romance,Canada,2018,"Just in time for Valentine's Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs.",
80206732,Movie,Nibunan,India,2017,"With numbers written on a doll as their only clue, three officers of the law track down a psychotic killer, unearthing dark secrets along the way.",
80990810,Movie,Onaatah,India,2016,"Seeking to heal after a traumatic assault, a young woman retreats to a small village by the hills, where she finds hope, love and new purpose.",
80235766,Movie,Pocoyo & Cars,,2015,"Pocoyo gears up for exciting car races and learns that friends, teamwork and imagination are what matter the most.",
80235767,Movie,Pocoyo & The Space Circus,Spain,2008,"Acrobatic aliens arrive on spaceships and perform for everyone, but when angry aliens arrive as well, Pocoyo and his friends must now put on a show.",
80235853,Movie,Pocoyo Carnival,,2015,"To celebrate the carnival, everyone learns to dance to different music. Plus, Pocoyo's friends surprise him with something delicious.",
80236099,Movie,Pocoyo Halloween: Space Halloween,United States,2015,Pocoyo and his friends have a costume contest to celebrate Halloween and learn new things about planets and stars in space.,
80235854,Movie,Pocoyo Halloween: Spooky Movies,,2014,"Pocoyo finds a special toy and plays new games with his friends, then they’re spooked by a scary box and try to find out who’s inside.",
80236224,Movie,Pocoyo Special Sports,,2016,"Everyone is getting excited for the games. Pocoyo plays baseball and golf, and races with his friends. Ready, set, go!",
80229190,TV Show,Queens of Comedy,,2017,Eight women perform in front of celebrity judges and compete for the title of India’s top female stand-up comedian.,
80990814,Movie,Ringan,India,2015,"Desperate to save his land, an indebted farmer journeys to Pandharpur to seek divine blessing with his small son, who searches for his mother.",
80245268,Movie,Roberto Saviano: Writing Under Police Protection,Italy,2016,"Italian TV host Pif revisits Roberto Saviano, who's been living under protection since publishing ""Gomorrah,"" his exposé on organized crime in Naples.",
80227186,TV Show,Simon,,2016,"With his vivid imagination, Simon the rabbit searches for fun while learning about the importance of responsibility and communication.",
80228322,Movie,Sometimes,India,2016,"Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive.",
80204739,TV Show,Spiritual House,,2017,"Psychic Hiroyuki Ehara leads various celebrities through spiritual consultations, probing into their issues and spotlighting their accomplishments.",
80228923,TV Show,Swami Baba Ramdev: The Untold Story,,2018,"Born into poverty and denied an education, a village boy overcomes society’s obstacles to become India’s foremost spiritual guru, revered by millions.",
80223149,Movie,The Carter Effect,United States,2017,"Featuring eight-time NBA All-Star Vince Carter, this documentary takes an in-depth look at his impact on pop culture and the Canadian basketball scene.",
80179373,Movie,The Clapper,United States,2017,"A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight.",
80233962,Movie,Toc Toc,Spain,2017,"A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks.",
80233493,Movie,Tremors 6: A Cold Day in Hell,"United States, South Africa",2018,"The subterranean, worm-like creatures are back, and Graboid-hunter Burt Gummer suspects they've been weaponized.",
80990813,Movie,Waiting,India,2015,"While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma.",
80220531,Movie,Withdrawn,Canada,2017,"Unable to pay bills and unwilling to change his slacker lifestyle, twentysomething Aaron hatches a defrauding scheme when he finds a lost credit card.",
80134149,Movie,A Kind of Murder,United States,2016,"Obsessed with an unsolved murder case, a crime novelist stuck in an unhappy marriage fantasizes about killing his wife, who soon turns up dead.",
80115133,Movie,A Yellow Bird,"Singapore, France",2016,"In Singapore, a homeless ex-convict hoping to reunite with his family forms a bond with a Chinese sex worker while serving as her bodyguard.",
80176698,Movie,Abby Sen,India,2015,"After losing his seventh job in a row, a TV producer and sci-fi buff travels back in time to 1980, where his employment prospects improve.",
80165848,Movie,Bittoo Boss,India,2012,"When a small-town wedding videographer falls in love, he decides he needs to make more money and turns to shooting sexy videos – with mixed results.",
70275753,Movie,Bombay Talkies,India,2013,"A gay man deals with his sexuality, a struggling actor has an epiphany, a boy becomes a dancer, and a man tries to fulfill his father's dying wish.",
70295762,Movie,Boss,India,2013,"Disowned by his father as a boy, Surya is taken in by a crime boss. When his brother Shiv is wrongly imprisoned, his father pleads for Surya's help.",
80165849,Movie,Budhia Singh: Born to Run,India,2016,"In this thought-provoking biopic, an idealistic judo trainer adopts a boy from the slums and grooms him into the world's youngest marathon runner.",
80158395,Movie,Chaahat,India,1996,A vulnerable singer is forced to choose between the girl he loves and another who has developed an unhealthy obsession with him.,
70275774,Movie,Chashme Buddoor,India,2013,"When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds.",
80103430,Movie,Defying the Nazis: The Sharps' War,United States,2016,"This film documents the story of minister Waitstill Sharp and his wife, Martha, who risked everything to save thousands of refugees fleeing the Nazis.",
80165850,Movie,Dharam Sankat Mein,India,2015,"After learning he was adopted from a Muslim couple, a Hindu man seeks his birth father but finds he must confront his bigotry to realize his quest.",
80103372,Movie,Don't Think Twice,United States,2016,Six talented but struggling improv comics see a sudden shift in their troupe's dynamic after one of them lands a much-coveted gig on television.,
80068117,Movie,Drishyam,India,2015,An unexceptional man becomes a murder suspect when the son of a high-ranking police official who harassed his daughter goes missing.,
20764666,Movie,English Babu Desi Mem,India,1996,"After his brother dies, wealthy Vikram reluctantly returns to India and forms a surprise bond with his orphaned nephew and the showgirl raising him.",
70268209,Movie,Fire in the Blood,India,2012,Dylan Mohan Gray examines Africa's AIDS crisis and activists' battle with pharmaceutical companies to make life-saving HIV drugs more affordable.,
80165851,Movie,Gollu Aur Pappu,India,2014,"Hapless brothers Gollu and Pappu stumble into a terrorist plot and end up being ordered to detonate a bomb, a task they are destined to bungle.",
70129415,Movie,HALO Legends,"United States, Japan",2009,"This anthology features seven independent anime shorts from renowned directors, delving into the futuristic universe of the video game franchise Halo.",
80095094,Movie,Harry Benson: Shoot First,United States,2016,"This film chronicles the career of photographer Harry Benson, who earned global renown with his candid shots of the Beatles and other celebrities.",
80156763,Movie,He Even Has Your Eyes,"France, Belgium",2016,"When French-African couple Paul and Sali discover the longed-for baby they are about to adopt is white, family chaos and confrontation ensue.",
80156857,Movie,In the Shadow of Iris,"France, Belgium",2016,"The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions.",
70268489,Movie,Inkaar,India,2013,"An ad agency CEO is put under investigation when his ambitious protégée – and lover – accuses him of sexual harassment, vying for his top position.",
80159732,TV Show,Japanese Style Originator,Japan,2008,"Find out everything there is to know about Japanese tradition, from food to culture to objects and arts, and the people who are continuing it today.",
80158588,Movie,JFK: The Making of a President,United Kingdom,2017,"Explore how John F. Kennedy's worldview was influenced by his younger years, when he endured poor health, family tragedy and a demanding father.",
80178720,Movie,Kiss & Cry,Canada,2017,"Faced with a rare form of throat cancer, teen figure skater Carley Allison finds strength in singing for an online audience in this biopic.",
80106505,Movie,Loev,India,2015,Lives are upended when a hiking trip leads a Wall Street hotshot to explore his true feelings for an old pal who’s disenchanted with his boyfriend.,
80169548,Movie,Losing Sight of Shore,"United States, Australia, Samoa, United Kingdom",2017,"This documentary recounts the feats of the Coxless Crew, a team of four women who rowed from San Francisco to Australia in support of two charities.",
80015785,Movie,Mary Kom,India,2014,The daughter of a poor rice farmer overcomes the objections of her father and the demands of a male-dominated society to pursue a career in boxing.,
80097361,Movie,Maya Angelou: And Still I Rise,United States,2016,Poet and civil rights activist Maya Angelou is celebrated using her own words set over rare photographs and video illustrating her remarkable life.,
80176716,Movie,Moh Maya Money,India,2016,"After investing in a shady deal that quickly falls apart, a morally flexible real estate agent involves his wife in a dangerous recovery plan.",
80132961,Movie,Mostly Sunny,Canada,2016,"Explore the unconventional career of Sunny Leone, who transitioned from adult film star to Bollywood actress and reality TV star.",
80165857,Movie,Mumbai Delhi Mumbai,India,2014,"In Delhi for the first time, a Mumbai girl loses her phone but gets a surprise chance at true love with a local boy who begrudgingly helps her.",
70258366,Movie,Oh My God,India,2012,Mumbai shopkeeper Kanji Bhai files a lawsuit against God when an earthquake destroys his store and his insurance policy won't cover the damage.,
80165732,Movie,One by Two,India,2014,The lives of a Mumbai man and woman who are both dealing with issues intersect through a TV dance show that she wants to win but he wants to sabotage.,
80165854,Movie,Pyaar Ka Punchnama,India,2011,Matters of the heart introduce chaos into the once-idyllic bachelor existence of three young men who share an apartment.,
80083589,Movie,Pyaar Ka Punchnama 2,India,2015,Three young bachelors find the reality of relationships to be far removed from the idea of true romance that they had once pursued.,
80032081,Movie,Queen,India,2014,A jilted bride decides to go on her European honeymoon anyway – by herself – and ends up embarking on a journey of self-discovery.,
17457962,Movie,Raja Hindustani,India,1996,"When a poor taxi driver falls in love with a wealthy young woman, he must stand up to her family and contend with his own insecurities.",
80182105,Movie,Saeed Mirza: The Leftist Sufi,India,2016,This documentary profiles the celebrated Hindi film director known as much for his embrace of leftist politics and social concerns as lyrical cinema.,
80165855,Movie,Shaitan,India,2011,"When they're blackmailed after a hit-and-run, a troubled rich girl and her wild friends stage a fake kidnapping with a plan to collect the ransom.",
70273637,Movie,Special 26,India,2013,"In this fact-based crime drama, a gang of con artists posing as government officials executes a heist in the form of a raid on a prominent jeweler.",
70176968,Movie,Tanu Weds Manu,India,2011,"When London-based doctor Manu reluctantly returns to India to find a bride, he meets the girl of his dreams – only to discover she loves another man.",
80173605,Movie,The Next Skin,"Spain, Switzerland",2016,"When a withdrawn, long-missing teenager reappears in a chilly alpine town, his heartbroken family begins to wonder if he's actually who he says he is.",
80165856,Movie,What the Fish,India,2013,A crabby woman leaves home for a vacation and entrusts her niece's fiancé to feed her fish and adhere to a strict set of rules. He has other ideas.,
70308135,Movie,Yamla Pagla Deewana 2,India,2013,"Up to his old tricks, con man Dharam poses as a millionaire to get his younger son married to the daughter of a wealthy businessman.",
80101903,Movie,Mark Gatiss: A Study in Sherlock,,2016,"Mark Gatiss, who co-created “Sherlock” and plays Mycroft Holmes, discusses the show with Benedict Cumberbatch, Martin Freeman and others in the cast.",
80093103,Movie,Palm Trees in the Snow,Spain,2015,"Finding a tantalizing clue in an old letter, a young woman journeys to her family's tropical plantation to uncover generations of secrets.",
80102305,Movie,Terra,France,2015,This visually arresting documentary essay reflects on our relationship to other living creatures as humanity becomes more isolated from nature.,
70176655,Movie,Apollo 18,"United States, Canada",2011,"This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasn't NASA's last manned mission to the moon.",
80161848,TV Show,A.I.C.O.,Japan,2018,Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.,
80185171,TV Show,Collateral,"United Kingdom, United States",2018,"Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies.",
80209796,Movie,Meditation Park,Canada,2017,An elderly immigrant matriarch from Hong Kong finally begins to break out of her shell of isolation when she suspects her husband of infidelity.,
80152434,Movie,The Outsider,United States,2018,"An American soldier imprisoned in postwar Japan enters the dark world of the yakuza, adopting their way of life in repayment for his freedom.",
70309693,Movie,Match,United States,2014,"As a couple interviews a renowned dance professor for their dissertation, their probing questions soon betray a hidden agenda.",
80107737,Movie,Peter and the Farm,United States,2016,"His hilltop farm in Vermont may be bucolic, but making ends meet is a backbreaking challenge for grizzled, hard-drinking organic farmer Peter Dunning.",
80098305,Movie,The Sunshine Makers,United Kingdom,2015,"Take a trip and witness the rise and fall of Tim Scully and Nicholas Sand, improbable pioneers of the drug counterculture during the 1960s.",
80152742,Movie,The Young Offenders,Ireland,2016,"Never ones to think things through, two Irish teens steal bicycles and set off to the coast to find a bale of cocaine from a smuggler’s capsized ship.",
80107370,Movie,Thithi,"India, United States",2015,"In a South Indian village, a centenarian's funeral brings together his free-spirited son, inheritance-hungry grandson and girl-crazy great-grandson.",
80095233,Movie,Zinzana,"United Arab Emirates, Jordan",2015,"Recovering alcoholic Talal wakes up inside a small-town police station cell, where he's subject to the mind games of a psychotic sadist.",
80998491,TV Show,After Life,United Kingdom,2019,"Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.",
80242036,TV Show,Bangkok Love Stories: Hey You!,,2018,A loving couple become rivals when Belle opens a fusion bistro next to her ex-boyfriend Kram’s traditional restaurant in Bangkok’s chic Ari district.,
70270362,Movie,Blue Jasmine,United States,2013,The high life leads to high anxiety for a fashionable New York City homemaker in crisis who finds herself forced to live a more modest lifestyle.,
80192577,TV Show,Champions,United States,2018,"Years after getting his girlfriend pregnant, washed-up jock Vince meets his eccentric son Michael and learns about fatherhood, one show tune at a time.",
81049445,TV Show,Disappearance,,2018,"A university lecturer in Russia returns to Egypt after her husband's sudden disappearance, uncovering further mysteries the more she investigates.",
80204890,TV Show,Formula 1: Drive to Survive,United Kingdom,2019,"Drivers, managers and team owners live life in the fast lane – both on and off the track – during one cutthroat season of Formula 1 racing.",
81074140,Movie,Hajwala 2: Mysterious Mission,United Arab Emirates,2018,"In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang.",
81026095,TV Show,Immortals,Turkey,2018,"Driven by revenge, human-turned-vampire Mia sets out to vanquish Dmitry, a ruthless vampire leader who seeks an artifact that grants immortality.",
80179831,TV Show,JoJo's Bizarre Adventure,Japan,2012,Multiple generations of the Joestar family – all with the same nickname – confront supernatural villains through a series of time periods.,
80184676,Movie,Juanita,United States,2019,"Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana.",
81024044,Movie,Lady J,France,2019,"When her romance with a lustful marquis takes an unwelcome turn, a wealthy widow concocts a scheme to get revenge – with help from a younger woman.",
81033727,TV Show,Shadow,,2019,"Haunted by a tragic loss, an ex-cop with a rare inability to feel pain strikes out on his own to catch offenders who've eluded Johannesburg police.",
60023618,Movie,Spy Kids 2: The Island of Lost Dreams,United States,2002,"Spy kids Carmen and Juni Cortez team up with two other pint-size secret agents, Gary and Gerti Giggles, in order to take on an evil scientist.",
81049413,TV Show,The Confrontation,,2018,"A woman struggling with sleep paralysis begins a complicated relationship with the director of a media company, whose colleagues conspire against him.",
70113532,Movie,The Imaginarium of Doctor Parnassus,"United Kingdom, Canada, France, United States",2009,"When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past.",
70074299,Movie,The Jane Austen Book Club,United States,2007,Six book club members find their lives resemble a modern-day version of Jane Austen's novels in this drama.,
80995799,Movie,Walk. Ride. Rodeo.,United States,2019,"In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story.",
80214772,TV Show,Bad Guys: Vile City,South Korea,2018,"Ordered to take down a villainous business leader who controls the city, a prosecutor gathers a team of men who may not be so clean themselves.",
80219143,Movie,Ladies First,India,2018,"Born amid poverty and limited women's rights in the village of Ratu, India, Deepika Kumari rose to become the No.1 female archer in the world at 18.",
17687959,Movie,The Waterboy,United States,1998,A water boy for a college football team has a rage that makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,
70100377,Movie,Doubt,United States,2008,"Sister Aloysius begins to have doubts about doting Father Flynn, who seems to have become overly involved in the life of an African American pupil.",
80189630,Movie,Nappily Ever After,United States,2018,"When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover.",
81010867,Movie,Sisterakas,Philippines,2012,"Two half siblings separated by family conflict cross paths as adults at a fashion agency – but one of them has a vendetta, unbeknownst to the other.",
81010865,Movie,Starting Over Again,Philippines,2014,"An architecture student and a history professor fall in love, pursue a dream, split up and bump into each other years later. Can there be a second chance?",
81010874,Movie,That Thing Called Tadhana,Philippines,2015,"A devastating breakup with her boyfriend may be the start of a new beginning for Mace, thanks to an adventurous and kind stranger named Anthony.",
80075018,Movie,The Love Affair,Philippines,2015,"Feeling betrayed by their romantic partners' infidelity, Adrianne and Vince struggle to forgive while finding comfort with each other.",
80238357,TV Show,The Order,United States,2019,"Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic.",
70260374,Movie,Aftershock,"United States, Chile",2012,"An American tourist and his friends are partying in Chile, but a major earthquake devastates the area and forces them to scramble for survival.",
80190180,Movie,Bullet Head,"Bulgaria, United States",2017,"After a daring heist, three fugitives lock themselves in a warehouse hoping to evade the police, but find a worse threat as they fight to stay alive.",
80150002,Movie,Amy Schumer: The Leather Special,United States,2017,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater.",
80079265,Movie,Halo: The Fall of Reach,United States,2015,Witness the origins of Master Chief and the Spartan program as a group of children transform into enhanced soldiers and fight a powerful alien threat.,
80083977,TV Show,American Crime Story: The People v. O.J. Simpson,United States,2016,"This anthology series dramatizes historic criminal cases in the U.S., including the O.J. Simpson trial and Andrew Cunanan's 1997 murder spree.",
81091015,TV Show,The Assassination of Gianni Versace,United States,2018,"Defining moments in Andrew Cunanan's life, starting in childhood, lead up to a 1997 murder spree that kills five, including fashion icon Gianni Versace.",
80238080,Movie,Aliens Ate My Homework,United States,2018,Tiny alien lawmen fly into Rod's bedroom and recruit him into helping them stop an intergalactic criminal – who's disguised as a very familiar human.,
296682,Movie,Benji,United States,1974,"After lovable abandoned mutt Benji is adopted by a kind family, he chases cats, flirts with a show dog and bravely helps to rescue two abducted kids.",
60037606,Movie,Benji: Off the Leash,United States,2004,"Benji is back in this charming story that's told from the pooch's point of view, tracking his early days as a pup to his current life in showbiz.",
80174617,TV Show,Borderliner,"Norway, Germany, Sweden",2017,"To protect his family, a police detective covers up a murder case. But when his partner suspects foul play, he is trapped in a dangerous game on duty.",
516154,Movie,For the Love of Benji,United States,1977,"Benji and his owner get separated in Greece. On his quest to find them, he's targeted by various bad guys who want to get their hands on him.",
80170187,Movie,Gad Elmaleh: American Dream,United States,2018,"In his first English-language special, comedian Gad Elmaleh gleefully digs into America's food obsessions, dating culture, slang and more.",
80174137,Movie,Gook,United States,2017,"Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future.",
80038296,Movie,Aziz Ansari Live at Madison Square Garden,United States,2015,"Stand-up comedian and TV star Aziz Ansari (""Parks and Recreation"") delivers his sharp-witted take on immigrants, relationships and the food industry.",
80011848,Movie,My Own Man,United States,2015,"When a man discovers he will be the father to a boy, his fear and insecurities send him on an emotional, humorous quest for his own manhood.",
80214405,TV Show,A Korean Odyssey,South Korea,2017,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.,
70100381,Movie,Bedtime Stories,United States,2008,Skeeter's life is turned upside down when the fantastical stories he makes up to entertain his niece and nephew inexplicably turn into reality.,
70110919,Movie,Caregiver,Philippines,2008,"Sarah leaves her son in the Philippines to reunite with her husband in London, where she struggles personally and professionally as a care-home worker.",
